user,item,rating
user_000011,2f3dfafb-be37-4d6c-86c7-23d0650497d4,4
user_000011,b57db116-5947-462e-aa7b-3dd1ecb5be45,5
user_000011,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,5
user_000021,013d71e5-ecb2-486a-bd82-6e7d9129acfc,3
user_000021,02bbd1b3-7b02-4589-93de-ec08ad85b2b5,1
user_000021,038919d5-da1b-4a53-a5e9-b552baeda8d9,1
user_000021,03ad1736-b7c9-412a-b442-82536d63a5c4,1
user_000021,046f8f41-f788-4da6-905d-26d1856f676d,1
user_000021,06732552-5a39-4cda-81b9-3215092266f9,4
user_000021,084308bd-1654-436f-ba03-df6697104e19,1
user_000021,09037f07-42bc-46ac-a1ee-37f834451fee,3
user_000021,0974e788-847f-4b79-ad90-0394976a5c5b,1
user_000021,0afd3d98-b4fd-41e0-953a-84c29a9965c1,1
user_000021,0cd727f5-1e09-4c54-b5ab-2703b0aa8e0e,5
user_000021,0cf9d983-aecf-4d57-9e94-fde2beac014f,1
user_000021,0efbd9d6-4c5b-48e5-b7ff-d61e0969893a,1
user_000021,0f0b2f97-a073-4a92-ab99-ff7980ad7fca,5
user_000021,0f11d99e-88ba-48d2-b652-4ebe04c52d11,5
user_000021,0f211bfc-8c69-4cb7-9165-acbe4353cb0a,1
user_000021,0f5a9658-0511-400f-9da2-6ef2d07c840f,3
user_000021,12b689a4-0d5e-4458-b44f-5c8ccaf12388,5
user_000021,149e6720-4e4a-41a4-afca-6d29083fc091,4
user_000021,1613006f-c8cc-47f3-aff9-bbb236bb3afb,4
user_000021,168465cb-cafc-4650-a7aa-03dff8ffc6a6,1
user_000021,19202b40-eb93-48a0-b6fc-fce9568182aa,5
user_000021,19e3200a-3292-4926-9546-6419bcf67896,1
user_000021,21e00e9b-0528-48e0-838d-5139c2f89640,5
user_000021,2212458a-763b-4fc0-906d-69d0f6d1aa9d,1
user_000021,23228f18-01d5-493e-94ce-cfcde82a8db2,1
user_000021,233fc3f3-6de2-465c-985e-e721dbabbace,4
user_000021,24f8d8a5-269b-475c-a1cb-792990b0b2ee,1
user_000021,25b75a66-ce83-4db3-b136-395a3c3784c4,3
user_000021,25d9ce8e-72f7-4250-b992-f1fb8f29917f,1
user_000021,28072c96-3320-4acf-b0aa-8234ae3727b6,4
user_000021,28b2fb52-a83a-40ec-8617-6436e26eb3fd,5
user_000021,2ba15f3d-21f2-4979-aa57-63a44538dede,1
user_000021,2c7f2494-cb87-43a8-8cde-acc3dc348fea,5
user_000021,2eada8f8-056a-4093-bbc2-004909ce743b,1
user_000021,307acc10-db10-441a-abf8-4c47e63b342c,5
user_000021,31095622-5a1e-4f22-8ad1-b08eb6255f37,3
user_000021,31e9c35b-2675-4632-8596-f9bd9286f6c8,3
user_000021,32a69c22-6ed7-4489-88c7-2181e458abf3,1
user_000021,33f8d69f-5a01-4c44-a4ad-531b9c1f0d00,5
user_000021,3446c6e8-b86c-4471-a18b-ed3e6653086f,1
user_000021,3594dd1c-1267-471f-a6e2-78978bb3e024,3
user_000021,35a62f10-d591-4be3-994f-72e6f1e10d54,1
user_000021,365e1b41-7d7c-402b-8d46-857f4f95d90b,1
user_000021,39c5bbb6-1e30-4fd1-9316-fef647d241ce,1
user_000021,411b8059-4a6c-48a5-8365-0a23b9faba26,1
user_000021,42884e27-dfb8-453d-990f-2ffd90bc2d1a,1
user_000021,42995787-59e7-46fa-9d4f-d9bb68d27521,1
user_000021,429d5f26-329c-41cc-bdff-17c29dbf1fb8,5
user_000021,434cb54c-e3b7-4db4-b811-e16215afb5bf,4
user_000021,4387b544-e4d0-4f18-b74e-d4a5ba1582ab,1
user_000021,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,5
user_000021,44f0cb8f-0a56-43fe-b361-294c94c4a67d,5
user_000021,4654788a-e2f1-4f54-941f-0c6291d8920a,1
user_000021,487bfd74-71bf-46dd-b89c-80b7a0f06f2f,1
user_000021,4883523d-fc0e-4d0d-802c-91379e767083,1
user_000021,4898b9ad-f564-4ff1-9046-b1a16dfd5200,1
user_000021,490bde43-5edb-4a93-b3b3-7a0465fd8909,1
user_000021,491775f0-d167-4f86-9010-ad070c7617ad,3
user_000021,4bf8ce64-2ad6-4e89-a68e-84194d7eaba0,5
user_000021,4ce7c52b-f532-41c4-86ec-34f18b2a37c0,4
user_000021,4f416ed7-dda2-45de-a6f1-b986e861cf4b,5
user_000021,52074ba6-e495-4ef3-9bb4-0703888a9f68,3
user_000021,52203489-c14f-4e60-8aa4-4691da1c974f,1
user_000021,54a459f0-a2b9-4893-b931-657c4327ee00,3
user_000021,55704c38-224f-4b75-b29f-d43653f8bc9a,1
user_000021,586c06cd-b81b-4a55-bcfc-7ce8078907f0,1
user_000021,58a53082-a629-4ff1-a44d-7492d6f6e8fb,3
user_000021,5aeb21a3-4606-4a0d-8369-50c768d1e99a,1
user_000021,5c4c90a4-539f-4101-83cf-301bc6a94e06,1
user_000021,5e5480be-eded-44ad-9c45-f6136ec2f5db,1
user_000021,5ec8e1d2-0269-4b31-8a08-a9c77d37ffd5,1
user_000021,6338a3a4-1676-4a99-b2fb-a3f0072f6b42,3
user_000021,6407b0d9-23d6-4e6a-a050-7fd576a52867,5
user_000021,66ca7462-753c-48d0-9fe7-80d4b0897d18,1
user_000021,67f66c07-6e61-4026-ade5-7e782fad3a5d,1
user_000021,68774331-2881-42b7-bed5-9f5e36104425,1
user_000021,69ee3720-a7cb-4402-b48d-a02c366f2bcf,3
user_000021,6de1a269-50f2-4027-b6ad-b862955ef2f8,5
user_000021,6fe07aa5-fec0-4eca-a456-f29bff451b04,3
user_000021,72c536dc-7137-4477-a521-567eeb840fa8,3
user_000021,72f7495f-d40f-4c96-93bb-7fe1c9b23cbb,3
user_000021,73065dd9-0e67-445a-b2e6-b5eed5f50243,5
user_000021,75167b8b-44e4-407b-9d35-effe87b223cf,4
user_000021,79c976f6-0a85-42d6-9e01-8ae2c5592bc2,5
user_000021,7a52d619-ebb3-4f95-838f-fbdd4aba646d,4
user_000021,7ade0ac8-bb60-4429-9623-30e2fe515b4d,3
user_000021,7cd2d860-c6d7-4be2-af50-57c51ee45687,5
user_000021,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8,3
user_000021,7e915503-cc34-43fa-a6d7-986ff909d5e9,3
user_000021,7e9f48eb-9cd2-4167-b844-0f4b25cc3199,1
user_000021,82b304c0-7da4-45d3-896a-0767c7ae1141,1
user_000021,845e245e-8aad-4948-9c80-7bd3bc50c73d,1
user_000021,8f92558c-2baa-4758-8c38-615519e9deda,5
user_000021,92627d43-b0ba-4ccb-a93c-246ac5b21ee2,1
user_000021,931e1d1f-6b2f-4ff8-9f70-aa537210cd46,3
user_000021,9803d120-716d-45ba-9eb7-9a120813f908,1
user_000021,9941a936-196a-4a62-ae53-a69cbc33f20e,3
user_000021,9af2e75f-5eed-4008-88dc-d9491625434f,1
user_000021,9beb62b2-88db-4cea-801e-162cd344ee53,3
user_000021,9cba6b36-ed3a-44d5-85d8-bc4181905f41,1
user_000021,9f01b9ea-162d-47f5-93b1-3f6a3aeb4b24,5
user_000021,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,1
user_000021,a043cfa6-6e87-4975-ac27-5005bdfa7afb,3
user_000021,a056d886-5706-4a49-813d-ada40be71c93,3
user_000021,a3dac7ba-9c0b-461b-92f3-29273b86ba63,5
user_000021,a670e05a-cea8-4b37-bce9-d82daf1a0fa4,3
user_000021,ac241ded-3430-4f42-8451-f78667cc2f52,1
user_000021,adb6efd7-a812-46b8-aca0-5862f20f00a1,3
user_000021,b071f9fa-14b0-4217-8e97-eb41da73f598,1
user_000021,b0f12d25-6175-4652-baca-b99a106cf2b5,1
